id,usmle_category,correct_len,max_distractor_len,len_gap,correct_answer
890,22. Psychopharmacology,115,60,55,"Tricyclic antidepressants (amitriptyline), which have evidence for migraine prophylaxis beyond depression treatment"
912,22. Psychopharmacology,115,60,55,Dopamine antagonism relieves prolactin inhibition; elevated prolactin causes galactorrhea and menstrual dysfunction
927,22. Psychopharmacology,118,63,55,Combination therapy may provide broader symptom coverage and improved efficacy in treatment-resistant bipolar disorder
1195,1. Assessment Fundamentals,121,66,55,"The earlier manuals were brief and psychoanalytically flavored; DSM-III introduced operationalized, atheoretical criteria"
1264,2. Neurodevelopmental Disorders,146,91,55,A birth defect is a structural anomaly fixed at or before birth; a developmental abnormality is any deviation across an extended growth trajectory
1269,5. Depressive Disorders,108,53,55,"MDD is the signature of a syndrome — heterogeneous, with 'disorder' reflecting honest caution about etiology"
26,6. Anxiety Disorders,89,35,54,Recurrent panic attacks with persistent worry about future attacks and behavioral changes
52,9. Dissociative Disorders,82,28,54,"History of trauma, particularly during childhood or critical developmental periods"
87,16. Substance-Related Disorders,128,74,54,Replacement of categorical dependence/abuse distinction with a dimensional severity model based on overlapping neural substrates
214,22. Psychopharmacology,116,62,54,"Clozapine can cause significant metabolic effects including weight gain and metabolic syndrome, requiring monitoring"
649,1. Assessment Fundamentals,114,60,54,"It serves as a permanent account of clinical reasoning, supports legal defensibility, and drives clinical judgment"
750,7. OCD and Related Disorders,159,105,54,"Hierarchy guides treatment progression from moderately challenging exposures, advancing as anxiety tolerance builds, optimizing learning and preventing dropout"
1082,"27. Forensic, Ethics, and Legal Issues",117,63,54,They are not considered — a well-managed condition still qualifies if it would substantially limit function untreated
1214,20. Medication-Induced Movement Disorders,140,86,54,"NMS has slower onset (days) with 'lead-pipe' rigidity and markedly elevated CK, versus serotonin syndrome's hours-onset clonus/hyperreflexia"
1270,17. Neurocognitive Disorders,101,47,54,"Definitional amyloid plaque and neurofibrillary tangle pathology, now supported by in-life biomarkers"
90,16. Substance-Related Disorders,133,80,53,"It was marketed with false claims of reduced addiction risk due to modified-release formulation, leading to escalation of prescribing"
114,22. Psychopharmacology,118,65,53,"Inhibition of monoamine oxidase (MAO), the enzyme responsible for metabolizing serotonin, norepinephrine, and dopamine"
199,8. Trauma- and Stressor-Related Disorders,109,56,53,"Potentially, if distress/impairment exceeds expected response to this stressor and no other diagnosis applies"
254,23. Psychotherapy and Non-Pharmacologic,115,62,53,"Graduated exposure to the feared stimulus combined with relaxation techniques, reducing anxiety through habituation"
267,23. Psychotherapy and Non-Pharmacologic,108,55,53,Positive reinforcement and contingency management increase desired behaviors while reducing maladaptive ones
459,"27. Forensic, Ethics, and Legal Issues",132,79,53,The blog indicates treating clinicians should generally avoid testifying to prevent conflicts between therapeutic and forensic roles
490,10. Somatic Symptom Disorders,94,41,53,"Cartesian dualism—the false separation of mind and body into distinct, non-interacting domains"
499,26. Consultation-Liaison Psychiatry,123,70,53,The near-universal nature of fatigue makes differential diagnosis particularly difficult and requires systematic evaluation
595,21. Other Conditions,124,71,53,"REMS requires monitoring and restrict distribution to certified pharmacies, potentially limiting access in underserved areas"
683,1. Assessment Fundamentals,102,49,53,Complex systems like EHRs offer transformation alongside new challenges requiring systematic solutions
838,16. Substance-Related Disorders,129,76,53,Advise against discontinuing even temporarily; MOUD requires continuous dosing for sustained effectiveness and relapse prevention
914,22. Psychopharmacology,125,72,53,"Antipsychotic augmentation (aripiprazole, quetiapine) shows evidence for improving outcomes in treatment-resistant depression"
944,22. Psychopharmacology,134,81,53,"General anesthesia with muscle relaxant; patient is anesthetized, monitored, and seizure is safely induced under controlled conditions"
346,22. Psychopharmacology,77,25,52,Allows paroxetine anticholinergic/sexual effects resolution before sertraline
458,"27. Forensic, Ethics, and Legal Issues",147,95,52,"The clinical question assumes patient well-being is paramount; the legal question seeks truth, which may not serve the evaluated person's interests"
574,22. Psychopharmacology,116,64,52,"Benzodiazepines have stronger evidence, but magnesium offers better long-term safety profile without dependence risk"
592,22. Psychopharmacology,115,63,52,Explain that obesity is a neuroendocrine disease; GLP-1 agonists address underlying appetite regulatory dysfunction
615,22. Psychopharmacology,126,74,52,Different agents remain clinically relevant for different patient populations based on efficacy and side effect considerations
730,5. Depressive Disorders,80,28,52,"Low-dose aripiprazole, quetiapine, or olanzapine for antidepressant augmentation"
1087,"27. Forensic, Ethics, and Legal Issues",108,56,52,"Be specific about frequency and duration of flares (e.g., 1–2 episodes/month, 1–3 days each, over 12 months)"
1208,4. Bipolar and Related Disorders,85,33,52,"Pleasurable activities with high consequence (spending, sex, driving, business deals)"
145,23. Psychotherapy and Non-Pharmacologic,138,87,51,"ECT remains one of the most effective interventions for severe, treatment-resistant depression, catatonia, and certain psychotic disorders"
298,16. Substance-Related Disorders,119,68,51,"Bupropion increases dopamine and norepinephrine, reducing craving and mood symptoms associated with nicotine withdrawal"
422,26. Consultation-Liaison Psychiatry,84,33,51,Copper excess generates reactive oxygen species and causes oxidative neuronal damage
435,22. Psychopharmacology,98,47,51,Inflammation in the terminal ileum impairs B12 absorption; ileal disease affects folate absorption
586,22. Psychopharmacology,126,75,51,5-7% weight loss improves glycemic control and cardiovascular risk; >10-15% produces disease-modifying effects (T2D remission)
926,22. Psychopharmacology,122,71,51,Add an SSRI with careful monitoring for mood switching; lamotrigine monotherapy may be insufficient for bipolar depression
1084,"27. Forensic, Ethics, and Legal Issues",95,44,51,SSA uses a much stricter standard requiring inability to engage in substantial gainful activity
179,2. Neurodevelopmental Disorders,94,44,50,Level 1 - Requiring support (previously called 'high-functioning' autism or Asperger Syndrome)
183,2. Neurodevelopmental Disorders,74,24,50,"By 12-18 months, with definitive diagnosis often possible by age 2-3 years"
188,"27. Forensic, Ethics, and Legal Issues",70,20,50,Understanding—the ability to comprehend and retain medical information
340,22. Psychopharmacology,68,18,50,Most informative for narrow window medications; less for wide window
445,25. Special Populations,132,82,50,Conduct a nuanced risk-benefit analysis weighing the dangers of untreated maternal depression against medication teratogenicity risk
515,20. Medication-Induced Movement Disorders,106,56,50,The dysphoric inner restlessness is so severe that patients refuse medication despite psychiatric benefits
587,22. Psychopharmacology,87,37,50,"GLP-1 receptor activation slowing gastric emptying, leading to early satiety and nausea"
648,1. Assessment Fundamentals,108,58,50,Seven centuries of accumulated intellectual traditions addressing fundamental questions about mental illness
843,17. Neurocognitive Disorders,132,82,50,Lewy body disease involves extreme sensitivity to antipsychotics; even low doses carry severe risk of neuroleptic malignant syndrome
948,22. Psychopharmacology,111,61,50,"Mood stabilizer (lithium, valproate, lamotrigine) continuation combined with antidepressants or maintenance ECT"
1113,21. Other Conditions,114,64,50,"Automatic contributions to broadly diversified, low-cost index funds with a written policy, held through downturns"
38,7. OCD and Related Disorders,72,23,49,Cognitive-Behavioral Therapy with Exposure and Response Prevention (ERP)
151,24. Psychiatric Emergencies,152,103,49,PHQ-9 Item 9 identifies ideation prevalence but lacks discriminative capacity; further comprehensive assessment is necessary to distinguish serious risk
276,1. Assessment Fundamentals,113,64,49,Missing MSE findings and inconsistencies can delay diagnosis of more serious pathology such as psychosis or mania
344,22. Psychopharmacology,74,25,49,Provides valuable information for treatment failures and dose optimization
401,26. Consultation-Liaison Psychiatry,88,39,49,Pro-inflammatory cytokines cross the blood-brain barrier and trigger depressive symptoms
485,5. Depressive Disorders,116,67,49,"Major depressive disorder with seasonal pattern (SAD), given the recurrent winter presentation and Alaska's latitude"
496,10. Somatic Symptom Disorders,116,67,49,Recognize the integrated neurobiological nature of the condition and address both somatic and psychiatric dimensions
903,22. Psychopharmacology,116,67,49,Fluoroquinolones and SSRIs together increase serotonin syndrome risk (monoaminergic effect of some fluoroquinolones)
197,8. Trauma- and Stressor-Related Disorders,92,44,48,Persistence beyond 6 months post-stressor resolution or development of full MDD/GAD criteria
308,16. Substance-Related Disorders,154,106,48,"Synthetic drugs evade legal prohibition through chemical modification, avoiding FDA oversight and drug screening; composition and potency are uncontrolled"
318,22. Psychopharmacology,138,90,48,Ketamine's antidepressant effects are time-limited and require repeated dosing schedules or follow-up booster infusions to sustain benefit
349,22. Psychopharmacology,73,25,48,Monitor mood destabilization and psychotic exacerbation; gradual tapering
382,17. Neurocognitive Disorders,93,45,48,Microstructural white matter damage and diffuse axonal injury not visible on conventional MRI
383,17. Neurocognitive Disorders,90,42,48,Enhances dopamine and norepinephrine signaling to improve attention and executive function
397,1. Assessment Fundamentals,98,50,48,GABA is inhibitory and reduces excitability; glutamate is excitatory and increases neuronal firing
780,11. Feeding and Eating Disorders,117,69,48,"Arrhythmia vulnerability from electrolyte dysregulation, particularly during refeeding; MVP increases arrhythmia risk"
886,22. Psychopharmacology,108,60,48,Venlafaxine's noradrenergic activity increases blood pressure through alpha-1 adrenergic receptor activation
1262,1. Assessment Fundamentals,99,51,48,"Intellectual disability, with hundreds of causes from fragile X to Down syndrome to phenylketonuria"
48,8. Trauma- and Stressor-Related Disorders,80,33,47,Duration: ASD occurs 3 days to 1 month post-trauma; PTSD persists beyond 1 month
108,17. Neurocognitive Disorders,130,83,47,"It is the leading cause of dementia, accounting for 60-80% of all dementia cases with approximately 6.9 million Americans affected"
173,2. Neurodevelopmental Disorders,68,21,47,"Decreased appetite, insomnia, and elevated heart rate/blood pressure"
611,22. Psychopharmacology,146,99,47,Dopamine antagonism in mesolimbic pathways contributes to symptom reduction while antagonism in nigrostriatal pathways produces movement disorders
628,21. Other Conditions,103,56,47,Insurance companies' decisions based on reimbursement models derived from healthcare system development
663,1. Assessment Fundamentals,90,43,47,"Read medical literature, make informed clinical decisions, and evaluate treatment evidence"
684,1. Assessment Fundamentals,96,49,47,Government can require systemic healthcare infrastructure changes for integration and efficiency
747,7. OCD and Related Disorders,114,67,47,"Tic-related OCD may respond differently, often requiring antipsychotic augmentation in addition to SRI monotherapy"
860,22. Psychopharmacology,136,89,47,Memantine targets excitotoxicity from glutamate dysregulation that dominates in moderate-severe disease; cholinesterase benefit plateaus
915,22. Psychopharmacology,122,75,47,Extrapyramidal side effects (EPS) including akathisia; managed with dose reduction or anticholinergic agents (benztropine)
920,22. Psychopharmacology,102,55,47,Reduce valproate dose or switch to alternative; optimize side effect burden while maintaining efficacy
24,5. Depressive Disorders,66,20,46,Cognitive-Behavioral Therapy (CBT) and Interpersonal Therapy (IPT)
62,11. Feeding and Eating Disorders,72,26,46,"Family-Based Treatment (FBT), especially for adolescents; CBT for adults"
246,8. Trauma- and Stressor-Related Disorders,101,55,46,Grief-focused cognitive behavioral therapy specifically designed to address prolonged grief reactions
331,22. Psychopharmacology,73,27,46,Venlafaxine inhibits CYP2D6; TCAs are substrates increasing toxicity risk
351,22. Psychopharmacology,77,31,46,Single dose not immediately removed from brain; multiple misses cause relapse
430,26. Consultation-Liaison Psychiatry,68,22,46,Neuropsychiatric lupus (CNS lupus) causing direct brain inflammation
450,"27. Forensic, Ethics, and Legal Issues",125,79,46,"The transorbital lobotomy era, in which thousands of patients received permanent neurological damage in the name of treatment"
506,22. Psychopharmacology,107,61,46,"Thioridazine withdrawal led to lethal torsades de pointes, and droperidol received an FDA black box warning"
654,1. Assessment Fundamentals,103,57,46,"Despite effective documentation being foundational to practice, formal training is surprisingly limited"
670,1. Assessment Fundamentals,121,75,46,Modern journals represent systematized knowledge sharing with advantages and limitations shaped by publication incentives
797,13. Sleep-Wake Disorders,87,41,46,Prazosin (alpha-1 blocker) for nightmare suppression and sleep architecture improvement
802,13. Sleep-Wake Disorders,124,78,46,"Add light therapy (10,000 lux × 30 min at 6 AM) to advance circadian phase and address melancholic phenotype early awakening"
1029,1. Assessment Fundamentals,109,63,46,Two 511-keV photons from positron annihilation fly off in opposite directions and are detected simultaneously
1041,1. Assessment Fundamentals,104,58,46,"Quantifies brain metabolites such as N-acetylaspartate, glutamate/glutamine, and GABA in selected voxels"
1089,"27. Forensic, Ethics, and Legal Issues",117,71,46,Authentication (confirming you signed it) is mandatory if requested; clarification requires the employee's permission
1102,21. Other Conditions,103,57,46,"True own-occupation disability insurance, because future earned income is the physician's largest asset"
1111,21. Other Conditions,82,36,46,The additional 5–15 years of full-time work the locked-in fixed costs will require
1255,1. Assessment Fundamentals,99,53,46,Because it is deliberately etiologically agnostic — implying dysfunction without specifying a cause
1257,1. Assessment Fundamentals,97,51,46,"The end-stage inability of an organ system to perform its function, largely irrespective of cause"
20,5. Depressive Disorders,64,19,45,Previous depressive episodes or inadequate past treatment trials
65,13. Sleep-Wake Disorders,52,7,45,At least 3 months despite adequate sleep opportunity
126,22. Psychopharmacology,102,57,45,"Partial agonists provide modest dopaminergic activity, modulating dopamine system more physiologically"
136,22. Psychopharmacology,115,70,45,Psychiatric medications are empirically discovered rather than rationally designed based on mechanism understanding
157,24. Psychiatric Emergencies,133,88,45,No large-scale randomized controlled trial has been completed examining whether systematic screening itself reduces suicide mortality
222,3. Schizophrenia Spectrum,110,65,45,"A comprehensive approach includes medication, psychoeducation for patient and family, and psychosocial support"
323,22. Psychopharmacology,83,38,45,LAI formulations produce similar steady-state blood levels to equivalent oral doses
420,26. Consultation-Liaison Psychiatry,102,57,45,Manganese accumulates in basal ganglia causing direct toxic damage distinct from dopamine neuron death
469,"27. Forensic, Ethics, and Legal Issues",109,64,45,"The duty to warn, which may require breaking confidentiality to alert authorities and/or the potential victim"
688,1. Assessment Fundamentals,98,53,45,A transformation enabling comprehensive patient data management and systematic quality improvement
850,17. Neurocognitive Disorders,91,46,45,"Anticholinergic and antihistamine medications, due to pupil dilation and accommodation loss"
885,22. Psychopharmacology,94,49,45,Increased serotonin in the enteric nervous system stimulates intestinal motility and secretion
888,22. Psychopharmacology,119,74,45,Escitalopram is the active S-enantiomer providing superior efficacy and lower dose requirements than racemic citalopram
896,22. Psychopharmacology,114,69,45,"No, SSRI dose escalation beyond 100 mg sertraline is not evidenced-based; adding an adjunctive agent is preferable"
1039,1. Assessment Fundamentals,73,28,45,"Large-scale brain networks (default-mode, salience, executive, attention)"
1112,21. Other Conditions,96,51,45,"Job fit is unpredictable early, and 8–10% transaction costs can wipe out short-term appreciation"
1213,24. Psychiatric Emergencies,100,55,45,"Mental-status change, autonomic instability, and neuromuscular hyperactivity (clonus, hyperreflexia)"
30,6. Anxiety Disorders,99,55,44,"Increase serotonergic neurotransmission, reducing anxiety through multiple neurobiological pathways"
78,6. Anxiety Disorders,65,21,44,Exposure therapy (systematic desensitization or in vivo exposure)
204,3. Schizophrenia Spectrum,106,62,44,"Progression to malignant catatonia with autonomic dysregulation, hyperthermia, and mortality exceeding 40%"
324,22. Psychopharmacology,97,53,44,"Different formulations have distinct frequencies (monthly, bimonthly) and varying onset timelines"
536,22. Psychopharmacology,140,96,44,"Neutropenia risk varies substantially across medication classes; only certain agents (clozapine, carbamazepine, etc.) carry significant risk"
736,6. Anxiety Disorders,94,50,44,"Beta-blocker (propranolol) for somatic symptoms, though limited efficacy for cognitive anxiety"
848,17. Neurocognitive Disorders,131,87,44,"Haloperidol undergoes hepatic metabolism, creating metabolites that accumulate in renal impairment, prolonging effects and toxicity"
937,22. Psychopharmacology,111,67,44,"Benzodiazepines depress respiration; combined with COPD, they increase hypercapnia and respiratory failure risk"
1080,"27. Forensic, Ethics, and Legal Issues",108,64,44,"Disability under these statutes is functional, not diagnostic — a diagnosis can support but not establish it"
1189,21. Other Conditions,104,60,44,"Largely administrative and custodial — admissions, discharges, supervising attendants, maintaining order"
39,7. OCD and Related Disorders,72,29,43,"Add low-dose antipsychotic (e.g., aripiprazole) to enhance SSRI response"
85,16. Substance-Related Disorders,117,74,43,It increases case identification of moderately affected individuals who previously fell between diagnostic categories
158,24. Psychiatric Emergencies,119,76,43,Cognitive behavioral therapy for suicide prevention (CBT-SP) with documented follow-up appointments and safety planning
260,23. Psychotherapy and Non-Pharmacologic,96,53,43,Enhanced intrinsic motivation and likelihood of behavior change through client-generated reasons
413,26. Consultation-Liaison Psychiatry,86,43,43,Isoniazid-induced pyridoxine (vitamin B6) deficiency causing neuropsychiatric symptoms
585,22. Psychopharmacology,96,53,43,"Binding to GLP-1 receptors in the hypothalamus and gut, increasing satiety and reducing appetite"
589,22. Psychopharmacology,99,56,43,"Altered gut hormone secretion (GLP-1, peptide YY) and improved insulin sensitivity from weight loss"
655,1. Assessment Fundamentals,93,50,43,"Document clinical reasoning, support legal defensibility, and drive quality clinical judgment"
696,1. Assessment Fundamentals,95,52,43,Adherence to practice guidelines and clinical judgment about when telepsychiatry is appropriate
710,4. Bipolar and Related Disorders,107,64,43,"Inhibition of inositol monophosphatase, altering phosphatidylinositol signaling and reducing manic symptoms"
732,5. Depressive Disorders,95,52,43,Electroconvulsive therapy (ECT) as fastest-acting option for severe depression with suicidality
777,9. Dissociative Disorders,127,84,43,"Benzodiazepines enhance GABA signaling and further disinhibit thalamic filtering, paradoxically worsening dissociative symptoms"
781,9. Dissociative Disorders,106,63,43,DES >30 suggests clinically significant dissociation; scores >40 indicate severe/pathological dissociation
1026,1. Assessment Fundamentals,91,48,43,"Head CT, because it is fast, widely available, and best for acute hemorrhage or mass effect"
1235,22. Psychopharmacology,103,60,43,"Acidic infected tissue shifts lidocaine toward its charged form, so less neutral drug crosses the nerve"
1247,22. Psychopharmacology,91,48,43,Marketing the active O-desmethyl metabolite to remove a CYP2D6 step and flatten variability
1258,1. Assessment Fundamentals,100,57,43,"Tuberculosis: a syndrome (consumption), then a disease after Koch's bacillus, now molecular subtypes"
34,7. OCD and Related Disorders,74,32,42,"Intrusive, unwanted thought about harming others despite absence of intent"
77,6. Anxiety Disorders,63,21,42,SSRIs and Cognitive-Behavioral Therapy with exposure components
268,23. Psychotherapy and Non-Pharmacologic,95,53,42,Extended avoidance perpetuates depression through loss of reinforcement and worsening isolation
428,26. Consultation-Liaison Psychiatry,72,30,42,Myxedema madness from iatrogenic hypothyroidism if inadequately replaced
618,"27. Forensic, Ethics, and Legal Issues",78,36,42,Recent decades with important historical antecedents that shaped modern policy
645,1. Assessment Fundamentals,85,43,42,Gradual evolution with specific intellectual traditions influencing modern approaches
689,1. Assessment Fundamentals,99,57,42,An innovation born from COVID-19 necessity that has become standard of care when conducted properly
727,5. Depressive Disorders,75,33,42,Stopping fluoxetine and immediately starting an MAOI (after 2-week washout)
783,9. Dissociative Disorders,156,114,42,"Yes; DID alters may differ in age, gender, personality, handedness, memory, vocabulary, and apparent physical characteristics (eye color, reaction to drugs)"
899,22. Psychopharmacology,111,69,42,SNRIs' noradrenergic activity provides analgesia beneficial for patients with pain-predominant somatic symptoms
925,22. Psychopharmacology,82,40,42,"Thiazide diuretics, which paradoxically reduce urine output in lithium-induced NDI"
939,22. Psychopharmacology,124,82,42,"Long-acting benzodiazepines accumulate with repeated dosing, producing sustained CNS depression and daytime residual effects"
1096,21. Other Conditions,106,64,42,"PSLF forgiveness is tax-free, whereas non-PSLF forgiveness has historically been treated as taxable income"
1110,21. Other Conditions,89,47,42,You take a 'reasonable salary' — what an arms-length employer would pay for the same work
1192,21. Other Conditions,99,57,42,The U.S. Veterans Administration's need for personnel to evaluate and treat returning WWII soldiers
1211,17. Neurocognitive Disorders,119,77,42,"A medical emergency mislabeled as agitation, signaling underlying medical illness — not a primary psychiatric diagnosis"
1220,24. Psychiatric Emergencies,89,47,42,"Within the first 1–4 weeks of starting an antidepressant, especially in patients under 25"
1232,22. Psychopharmacology,97,55,42,Each H-bond a drug makes with water must be broken to slip through the membrane's greasy interior
15,4. Bipolar and Related Disorders,91,50,41,Antidepressant monotherapy should be avoided; combine with mood stabilizer or antipsychotic
139,22. Psychopharmacology,129,88,41,"Benzodiazepines increase falls and fractures through cognitive impairment, motor effects, and altered pharmacokinetics in elderly"
343,22. Psychopharmacology,72,31,41,"Requires strategies: dose reduction, alternative medications, monitoring"
389,25. Special Populations,58,17,41,Nephrogenic diabetes insipidus with chronic kidney disease
403,26. Consultation-Liaison Psychiatry,76,35,41,Cytokine-induced sickness behavior via pro-inflammatory signals to the brain
660,1. Assessment Fundamentals,101,60,41,Systematic approaches developed to test hypotheses and distinguish real effects from chance variation
665,1. Assessment Fundamentals,77,36,41,Foundational to evidence-based practice and informed clinical decision-making
873,22. Psychopharmacology,131,90,41,"No, sertraline carries minimal teratogenic risk; abrupt discontinuation risks relapse, which poses greater risk to mother and fetus"
891,22. Psychopharmacology,114,73,41,Fluoxetine's serotonergic effects may increase appetite and reduce satiety signals through hypothalamic mechanisms
932,22. Psychopharmacology,92,51,41,"Dramatic clinical improvement within minutes, indicating benzodiazepine-responsive catatonia"
965,22. Psychopharmacology,102,61,41,All combinations contribute; but paroxetine + tramadol + linezolid creates maximal serotonergic excess
1097,21. Other Conditions,100,59,41,Lower-debt borrowers or high-income private-practice physicians willing to forgo federal protections
117,22. Psychopharmacology,132,92,40,"It fundamentally changed antidepressant prescribing through superior tolerability, minimal overdose lethality, and convenient dosing"
140,22. Psychopharmacology,128,88,40,"Lorazepam is metabolized via direct glucuronidation, independent of hepatic oxidation, and has reliable intramuscular absorption"
333,22. Psychopharmacology,74,34,40,NSAIDs and ACE inhibitors reduce renal clearance increasing lithium levels
341,22. Psychopharmacology,76,36,40,May influence psychosis susceptibility and antipsychotic/stimulant selection
406,26. Consultation-Liaison Psychiatry,83,43,40,Direct inhibition of pro-inflammatory cytokine production and microglial activation
452,"27. Forensic, Ethics, and Legal Issues",103,63,40,Historical abuses provide crucial context for understanding why modern ethical safeguards are necessary
630,21. Other Conditions,121,81,40,Healthcare organization fundamentally changed when payment models evolved from direct payment to insurance intermediation
652,1. Assessment Fundamentals,90,50,40,"It documents clinical reasoning, provides legal protection, and drives quality improvement"
760,8. Trauma- and Stressor-Related Disorders,95,55,40,Switch to Cognitive Processing Therapy (CPT) or EMDR; augment medication if not at maximum dose
852,17. Neurocognitive Disorders,121,81,40,Reduce dopaminergic medication (levodopa/carbidopa); use non-pharmacological management; avoid antipsychotics if possible
884,22. Psychopharmacology,100,60,40,SSRIs may precipitate mood destabilization or hypomanic switching without concurrent mood stabilizer
895,22. Psychopharmacology,91,51,40,"Bupropion, which has neutral to slight weight-loss effects and may improve glycemic control"
1074,"27. Forensic, Ethics, and Legal Issues",100,60,40,"Is the dog a service animal required because of a disability, and what task is it trained to perform"
1103,21. Other Conditions,97,57,40,"Full benefits if you can no longer perform your specialty's duties, even if you can do other work"
1105,21. Other Conditions,93,53,40,"Term life, roughly 10–20× annual income, lasting until dependents are financially independent"
6,3. Schizophrenia Spectrum,89,50,39,Greater cognitive and social disruption with higher risk of neurodevelopmental compromise
104,17. Neurocognitive Disorders,130,91,39,"Recognition is challenging due to variable presentation, and outcomes are intermediate between hyperactive and hypoactive subtypes"
209,22. Psychopharmacology,120,81,39,Clozapine is indicated for treatment-resistant cases and has demonstrated efficacy when other antipsychotics have failed
330,22. Psychopharmacology,72,33,39,Potent CYP450 inhibitor increases anticoagulant levels and bleeding risk
491,10. Somatic Symptom Disorders,96,57,39,Psychological stress produces measurable physical changes in brain structure and immune function
567,23. Psychotherapy and Non-Pharmacologic,108,69,39,Regular yoga practice (3+ times/week) shows evidence for mood improvement and can complement pharmacotherapy
616,22. Psychopharmacology,111,72,39,Side effects and indications; patient selection and monitoring remain complex despite mechanistic understanding
677,1. Assessment Fundamentals,93,54,39,"Systematic scientific investigation revealing learning as an active, engagement-based process"
743,6. Anxiety Disorders,105,66,39,Cognitive restructuring and behavioral activation to interrupt the cognitive-behavioral maintenance cycle
796,13. Sleep-Wake Disorders,139,100,39,Markedly decreased need for sleep (not insomnia) is pathognomonic for mood elevation; sleep deprivation itself can trigger mania escalation
893,22. Psychopharmacology,110,71,39,"Add a mood stabilizer (lithium, valproate, lamotrigine) to prevent mood switching while maintaining fluoxetine"
922,22. Psychopharmacology,106,67,39,"Oral contraceptives induce CYP3A4, reducing lamotrigine levels and potentially compromising mood stability"
1216,24. Psychiatric Emergencies,90,51,39,A tyramine hypertensive crisis; treat with phentolamine and avoid beta-blocker monotherapy
220,3. Schizophrenia Spectrum,145,107,38,"Prolonged untreated psychosis is associated with worse functional outcomes, more hospitalizations, and potentially reduced antipsychotic response"
390,25. Special Populations,98,60,38,"Benzodiazepines carry high risk of falls, cognitive impairment, and dependence in elderly patients"
467,"27. Forensic, Ethics, and Legal Issues",102,64,38,Treating patients who refuse care while protecting community safety and respecting individual autonomy
666,1. Assessment Fundamentals,85,47,38,Scientists sharing findings through letters eventually leading to structured journals
681,1. Assessment Fundamentals,96,58,38,A fundamental transformation replacing paper-based documentation with integrated digital systems
779,9. Dissociative Disorders,105,67,38,"Start low, titrate cautiously; discuss side effects clearly; offer choice/control in medication selection"
784,11. Feeding and Eating Disorders,93,55,38,Increase fluoxetine to 60 mg daily—higher doses are often required for BN than for depression
839,16. Substance-Related Disorders,139,101,38,"NAS is an expected outcome of intrauterine opioid exposure; severity is often milder with buprenorphine than methadone, and it is treatable"
889,22. Psychopharmacology,98,60,38,"SNRIs (venlafaxine, duloxetine), which have FDA approval for both depression and anxiety disorders"
1044,1. Assessment Fundamentals,97,59,38,"Treat their claims with skepticism, as clinical validity for individual diagnosis remains limited"
1099,21. Other Conditions,95,57,38,"Pre-tax contributions, tax-free growth, and tax-free withdrawals for qualified medical expenses"
1219,22. Psychopharmacology,90,52,38,"The reactions are idiosyncratic, can be fatal, and are most common in the first six months"
1243,22. Psychopharmacology,111,73,38,"High PSA plus P-glycoprotein efflux keep it out of the CNS; overdose overwhelms P-gp, causing QT and arrhythmia"
96,16. Substance-Related Disorders,127,90,37,"It initially focused on white, middle-class populations but has now broadened to disproportionately affect communities of color"
165,20. Medication-Induced Movement Disorders,73,36,37,Marked elevation of creatine kinase (CK) reflecting severe rhabdomyolysis
576,22. Psychopharmacology,100,63,37,"Explain that magnesium can cause hypermagnesemia, diarrhea, and drug interactions at excessive doses"
614,22. Psychopharmacology,112,75,37,Reduced extrapyramidal side effects while maintaining antipsychotic efficacy through additional receptor effects
624,"27. Forensic, Ethics, and Legal Issues",105,68,37,Practice competently within legally defined boundaries and understand system constraints on care delivery
643,1. Assessment Fundamentals,101,64,37,Contemporary practice reflects centuries of intellectual development with specific historical origins
687,1. Assessment Fundamentals,84,47,37,EHRs are mandatory infrastructure that shape daily clinical work and data management
782,11. Feeding and Eating Disorders,122,85,37,"Low estrogen (from hypothalamic hypogonadism), malnutrition, and elevated cortisol create rapid bone loss (2–3% per month)"
811,6. Anxiety Disorders,95,58,37,"His avoidance is motivated by sensory and communication difficulty, not fear of social judgment"
842,17. Neurocognitive Disorders,112,75,37,Haloperidol: increases QTc interval and carries risk of torsades de pointes with concurrent QT-prolonging agents
952,22. Psychopharmacology,86,49,37,Frequency and intensity of suicidal ideation (0-4 scale) and suicidal behavior history
1083,"27. Forensic, Ethics, and Legal Issues",97,60,37,"Broadly — it is not a demanding standard, and episodic conditions qualify if limiting when active"
1202,21. Other Conditions,92,55,37,"Mostly 30-minute medication management visits, plus a smaller private psychotherapy caseload"
124,22. Psychopharmacology,87,51,36,M3 muscarinic antagonism impairing glucose regulation and increasing insulin resistance
218,3. Schizophrenia Spectrum,123,87,36,"Early recognition and treatment can improve outcomes, potentially affecting the disease trajectory and functional prognosis"
233,24. Psychiatric Emergencies,98,62,36,"De-escalation and safety assessment, followed by appropriate medical and psychiatric interventions"
451,"27. Forensic, Ethics, and Legal Issues",118,82,36,"The patient's illness impairs her capacity to understand she is ill, creating tension between autonomy and beneficence"
664,1. Assessment Fundamentals,107,71,36,The understanding that statistical significance and clinical significance are related but distinct concepts
682,1. Assessment Fundamentals,97,61,36,"Paper charts contained: hand-written notes, separate lab records, and fragmented pharmacy records"
685,1. Assessment Fundamentals,91,55,36,EHRs integrate fragmented records and enable systematic data analysis impossible with paper
741,6. Anxiety Disorders,110,74,36,Cognitive-behavioral therapy (CBT) showing 60-70% efficacy and relapse-preventive effects after treatment ends
